EHRProductVersion,AttestationID,ProviderID,ProductClassification,PaymentYear,ProviderType,ProgramYear,Specialty,ProductSetting,ProgramType,BusinessState/Territory,VendorName,EHRProductName,AttestationYear,AttestationMonth
2,137319,601,Complete EHR,1,EP,2011,NEUROLOGY,Ambulatory,Medicare,MA,Practice Fusion,Practice Fusion,2012,2
6.2,72744,602,Complete EHR,2,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,MA,Sage,Sage Intergy Meaningful Use Edition,2013,1
6.2,71475,602,Complete EHR,1,EP,2011,ORTHOPEDIC SURGERY,Ambulatory,Medicare,MA,Sage,Sage Intergy Meaningful Use Edition,2011,12
2010,60631,603,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,KY,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
9,9158,604,Complete EHR,1,EP,2012,NEPHROLOGY,Ambulatory,Medicare,TX,eClinicalWorks LLC,eClinicalWorks,2012,5
3.4,166234,605,Modular EHR,1,EP,2011,MEDICAL ONCOLOGY,Ambulatory,Medicare,MA,"MedSeek, Inc.",eHealth ecoSystem,2011,12
2007.19.13,166234,605,Modular EHR,1,EP,2011,MEDICAL ONCOLOGY,Ambulatory,Medicare,MA,Cerner Corporation,Powerchart and Cerner Healthe,2011,12
2011.07,166234,605,Modular EHR,1,EP,2011,MEDICAL ONCOLOGY,Ambulatory,Medicare,MA,Cerner Corporation,HealthSentry,2011,12
2010,59760,606,Complete EHR,1,EP,2012,NEPHROLOGY,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
9,16602,607,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,FL,eClinicalWorks LLC,eClinicalWorks,2013,1
5.6 SP1,27436,608,Complete EHR,1,EP,2011,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,CA,NextGen Healthcare,NextGen Ambulatory EHR,2011,12
11.2,156727,609,Complete EHR,2,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,PA,Allscripts,Allscripts Enterprise EHR,2012,5
2010,62800,610,Complete EHR,1,EP,2012,ANESTHESIOLOGY,Ambulatory,Medicare,NY,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
9.5,42028,611,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,MN,GE Healthcare,Centricity EMR,2012,5
7,86067,612,Complete EHR,1,EP,2011,ORTHOPEDIC SURGERY,Ambulatory,Medicare,MT,"ChartLogic, Inc.",ChartLogic EHR,2011,7
7,86637,612,Complete EHR,2,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,MT,"ChartLogic, Inc.",ChartLogic EHR,2013,1
5.6 SP1,35310,613,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,KY,NextGen Healthcare,NextGen Ambulatory EHR,2013,1
2010,56025,614,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
9.2.2,143961,615,Complete EHR,1,EP,2011,GENERAL SURGERY,Ambulatory,Medicare,AZ,Allscripts,Allscripts Professional EHR,2011,10
2010.2,82065,616,Complete EHR,1,EP,2012,EMERGENCY MEDICINE,Ambulatory,Medicare,MS,"MedPlus, A Quest Diagnostics Company",Care360 EHR,2012,10
9.2.2,143902,617,Complete EHR,1,EP,2011,GASTROENTEROLOGY,Ambulatory,Medicare,IL,Allscripts,Allscripts Professional EHR,2011,10
1,170642,618,Modular EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,PA,Wellspan Health,WellSpan Patient Portal,2012,7
11.2,170642,618,Modular EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,PA,Allscripts,Allscripts Enterprise EHR,2012,7
Summer 2009,183925,619,Complete EHR,1,EP,2012,PHYSICAL MEDICINE AND REHABILITATION,Ambulatory,Medicare,MN,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,8
version 1.1,183925,619,Modular EHR,1,EP,2012,PHYSICAL MEDICINE AND REHABILITATION,Ambulatory,Medicare,MN,HealthPort,eSmartLog,2012,8
10,2624,620,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,MI,Compulink,Advantage/EHR,2013,1
4.62,120036,621,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,FL,IOS Health Systems,Medios,2012,9
2010,47499,622,Complete EHR,1,EP,2011,INFECTIOUS DISEASE,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,9
9,6634,623,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,WA,eClinicalWorks LLC,eClinicalWorks,2012,1
9,16331,623,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,WA,eClinicalWorks LLC,eClinicalWorks,2013,1
2010,3228,624,Complete EHR,1,EP,2012,FAMILY PRACTICE,Inpatient,Medicare,ND,Epic Systems Corporation,EpicCare Inpatient - Core EMR,2012,12
2010,48466,625,Complete EHR,1,EP,2011,OPTOMETRY,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,1
2010,175797,626,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
6,175797,626,Modular EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,WI,IOD Incorporated,PRISM,2012,10
2011.2,129180,627,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,NH,"MedPlus, A Quest Diagnostics Company",Care360 EHR,2012,2
2012.01.05 and P2 Sentinel v. 4.5.2,188872,628,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Inpatient,Medicare,MT,Cerner Corporation,"Powerchart, FirstNet, HealthSentry, and P2 Sentinel (Powered by Sensage)",2013,1
2010.02.10 and P2 Sentinel v4.5.2,188872,628,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Inpatient,Medicare,MT,Cerner Corporation,"Powerchart, FirstNet, HealthSentry, and P2 Sentinel (Powered by Sensage)",2013,1
9,6778,629,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,IN,eClinicalWorks LLC,eClinicalWorks,2012,1
9,15494,629,Complete EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,IN,eClinicalWorks LLC,eClinicalWorks,2013,1
2010,55590,630,Complete EHR,1,EP,2012,OTOLARYNGOLOGY,Ambulatory,Medicare,MI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
5.7,180020,631,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,MS,NextGen Healthcare,NextGen Ambulatory EHR,2013,1
2011,152182,632,Complete EHR,1,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,NY,"MPN Software Systems, Inc.",ECLIPSE,2012,7
9,11825,633,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,WA,eClinicalWorks LLC,eClinicalWorks,2012,10
6.2,71916,634,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,FL,Sage,Sage Intergy Meaningful Use Edition,2012,5
11.2,25970,635,Complete EHR,1,EP,2012,PSYCHIATRY,Ambulatory,Medicare,NM,Allscripts,Allscripts Enterprise EHR,2013,1
2011.06,160297,636,Modular EHR,1,EP,2012,ENDOCRINOLOGY,Ambulatory,Medicare,CT,Cerner Corporation,HealthSentry,2012,6
2010.01.07,160297,636,Modular EHR,1,EP,2012,ENDOCRINOLOGY,Ambulatory,Medicare,CT,Cerner Corporation,"Powerchart, Cerner Healthe and IQHealth",2012,6
LMR 9.0,132310,637,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,MA,Partners Healthcare System,Partners Longitudinal Medical Record,2013,1
9.3,172148,638,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,CA,Allscripts,Allscripts Professional EHR,2012,5
4.35,112992,639,Complete EHR,1,EP,2012,DERMATOLOGY,Ambulatory,Medicare,CO,"Encite, Inc.",Encite EHR,2012,9
9,12630,640,Complete EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,NY,eClinicalWorks LLC,eClinicalWorks,2012,11
version 2.1.0,153284,641,Complete EHR,1,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,FL,Instakare Accentia Healthcare Solutions Corporation,instaKare,2012,12
11.2,156554,642,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,PA,Allscripts,Allscripts Enterprise EHR,2012,4
2011,123764,643,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,TX,"Spring Medical Systems, Inc.",SpringCharts EHR,2013,1
v6.4,182133,644,Complete EHR,1,EP,2012,HEMATOLOGY/ONCOLOGY,Ambulatory,Medicare,TX,McKesson,iKnowMed EHR,2013,1
4.2,179600,645,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,MN,"Abraxas Medical Solutions, Inc",Abraxas EMR,2012,12
5.7,180045,646,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,CA,NextGen Healthcare,NextGen Ambulatory EHR,2013,1
2010.02.09,148297,647,Modular EHR,1,EP,2012,GENERAL SURGERY,Ambulatory,Medicare,IL,Cerner Corporation,Powerchart and Cerner Healthe,2013,1
11.1,148297,647,Modular EHR,1,EP,2012,GENERAL SURGERY,Ambulatory,Medicare,IL,McKesson,RelayClinical? Communicator,2013,1
1,148297,647,Modular EHR,1,EP,2012,GENERAL SURGERY,Ambulatory,Medicare,IL,Northwestern University,Northwestern Meaningful Use Data Warehouse Application for Eligible Providers,2013,1
Summer 2009,93950,648,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,1
Summer 2009,100816,648,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
Summer 2009,88816,649,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,10
9,7397,650,Complete EHR,1,EP,2011,ENDOCRINOLOGY,Ambulatory,Medicare,MO,eClinicalWorks LLC,eClinicalWorks,2012,1
1,170776,651,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,PA,Wellspan Health,WellSpan Patient Portal,2012,10
11.2,170776,651,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,PA,Allscripts,Allscripts Enterprise EHR,2012,10
Summer 2009,98238,652,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,PA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
Summer 2009,97804,653,Complete EHR,1,EP,2012,NEUROLOGY,Ambulatory,Medicare,PA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,9
LMR 9.0,131251,654,Complete EHR,1,EP,2012,ENDOCRINOLOGY,Ambulatory,Medicare,MA,Partners Healthcare System,Partners Longitudinal Medical Record,2012,11
Summer 2009,118892,655,Complete EHR,2,EP,2012,CRITICAL CARE (INTENSIVISTS),Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
2010,118892,655,Complete EHR,2,EP,2012,CRITICAL CARE (INTENSIVISTS),Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
Summer 2009,86869,655,Complete EHR,1,EP,2011,CRITICAL CARE (INTENSIVISTS),Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,5
5.6 SP1,32250,656,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,VA,NextGen Healthcare,NextGen Ambulatory EHR,2012,9
10,177617,657,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,MO,Allscripts,Allscripts Professional EHR,2012,10
3.2,123950,658,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,FL,VersaForm Systems Corp.,VersaForm EHR Certified,2012,2
7,109761,659,Complete EHR,1,EP,2011,OPHTHALMOLOGY,Ambulatory,Medicare,NJ,"IO Practiceware, Inc.",IO Practiceware,2012,2
7,109947,659,Complete EHR,2,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,NJ,"IO Practiceware, Inc.",IO Practiceware,2013,1
11.2,159367,660,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,NH,Allscripts,Allscripts Enterprise EHR,2013,1
6.4,114372,661,Complete EHR,1,EP,2011,RADIATION ONCOLOGY,Ambulatory,Medicare,KY,"MED3000, Inc",InteGreat EHR,2012,1
2010,64152,662,Complete EHR,1,EP,2012,PULMONARY DISEASE,Ambulatory,Medicare,NY,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
2010,61950,663,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
2010,47299,663,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,8
9,10259,664,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,HI,eClinicalWorks LLC,eClinicalWorks,2012,8
9,6339,665,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,TX,eClinicalWorks LLC,eClinicalWorks,2011,12
12.12,190840,666,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,TX,"athenahealth, Inc",athenaClinicals,2012,12
2011,18411,667,Complete EHR,1,EP,2011,PHYSICAL MEDICINE AND REHABILITATION,Ambulatory,Medicare,NJ,"Greenway Medical Technologies, Inc.",PrimeSuite,2011,5
Summer 2009,88714,668,Complete EHR,1,EP,2011,OPHTHALMOLOGY,Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,10
Epic 2012,187743,669,Complete EHR,1,EP,2012,PEDIATRIC MEDICINE,Ambulatory,Medicare,MN,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
Version 4,185289,670,Modular EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,PA,dbMotion Inc.,dbMotion,2013,1
2010,185289,670,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,PA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
6.2,71608,671,Complete EHR,1,EP,2011,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,WV,Sage,Sage Intergy Meaningful Use Edition,2012,1
6,111101,672,Complete EHR,1,EP,2011,NEPHROLOGY,Ambulatory,Medicare,MS,Health IT Services Group,Acumen EHR,2011,10
6,111526,672,Complete EHR,2,EP,2012,NEPHROLOGY,Ambulatory,Medicare,MS,Health IT Services Group,Acumen EHR,2013,1
11.2,135479,673,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,WI,Allscripts,Allscripts Enterprise EHR,2013,1
Summer 2009,97952,674,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,PA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
4.5,194513,675,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,OH,Glenwood Systems LLC,GlaceEMR,2013,1
9.5,41819,676,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,MD,GE Healthcare,Centricity EMR,2012,5
10,125100,677,Complete EHR,2,EP,2012,OPTOMETRY,Ambulatory,Medicare,MD,Eyefinity/OfficeMate,OfficeMate/ExamWRITER,2013,1
10,124487,677,Complete EHR,1,EP,2011,OPTOMETRY,Ambulatory,Medicare,MD,Eyefinity/OfficeMate,OfficeMate/ExamWRITER,2012,1
5.6 SP1,32000,678,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,NJ,NextGen Healthcare,NextGen Ambulatory EHR,2012,9
1.1.1.0,165468,679,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,IN,First Insight Corp,MaximEyes SQL Electronic Health Records,2012,10
9,9041,680,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,MA,eClinicalWorks LLC,eClinicalWorks,2012,5
11.2,158291,681,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,AL,Allscripts,Allscripts Enterprise EHR,2012,12
2010,118020,682,Complete EHR,1,EP,2011,PHYSICAL MEDICINE AND REHABILITATION,Ambulatory,Medicare,ND,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,2
Summer 2009,118020,682,Complete EHR,1,EP,2011,PHYSICAL MEDICINE AND REHABILITATION,Ambulatory,Medicare,ND,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,2
9,9109,683,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,MA,eClinicalWorks LLC,eClinicalWorks,2012,5
5.6.5,127162,684,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,SD,LSS Data Systems,Medical and Practice Management (MPM) Client Server,2013,1
19.5,66157,685,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,PA,"Community Computer Service, Inc.",MEDENT,2012,9
2010,57115,686,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,12
V11.2,173841,687,Modular EHR,1,EP,2012,PSYCHIATRY,Ambulatory,Medicare,MA,Allscripts,Allscripts Enterprise EHR,2012,6
1,173841,687,Modular EHR,1,EP,2012,PSYCHIATRY,Ambulatory,Medicare,MA,MedCPU Inc.,Meaningful Use Advisor,2012,6
11.2,173841,687,Complete EHR,1,EP,2012,PSYCHIATRY,Ambulatory,Medicare,MA,Allscripts,Allscripts Enterprise EHR,2012,6
9.5,45500,688,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,OR,GE Healthcare,Centricity EMR,2013,1
9.5,40670,688,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,OR,GE Healthcare,Centricity EMR,2012,1
2011,22478,689,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,NJ,"Greenway Medical Technologies, Inc.",PrimeSuite,2013,1
Summer 2009,97992,690,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,PA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
2010,61432,691,Complete EHR,2,EP,2012,PAIN MANAGEMENT,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
2010,48302,691,Complete EHR,1,EP,2011,PAIN MANAGEMENT,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,12
5.6 SP1,34810,692,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,SC,NextGen Healthcare,NextGen Ambulatory EHR,2012,12
4.16.1,180295,693,Complete EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,WA,"gMed, Inc.",gGastro,2012,10
2012,174749,694,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,AL,"SOAPware, Inc.",SOAPware,2012,8
Summer 2009,99058,695,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,FL,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,12
19.5,64874,696,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,NY,"Community Computer Service, Inc.",MEDENT,2011,9
19.5,66973,696,Complete EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,NY,"Community Computer Service, Inc.",MEDENT,2013,1
8.3,168968,697,Complete EHR,1,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,NC,"E-Z BIS, Inc.",E-Z BIS Office,2012,12
2,141684,698,Complete EHR,1,EP,2012,DERMATOLOGY,Ambulatory,Medicare,FL,eDerm Systems LLC,eDerm Systems Electronic Health Records and Practice Management System,2013,1
11.2,156715,699,Complete EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,CA,Allscripts,Allscripts Enterprise EHR,2012,5
2,140418,700,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,VA,Practice Fusion,Practice Fusion,2013,1
2,136635,700,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,VA,Practice Fusion,Practice Fusion,2012,1
2010,50231,701,Complete EHR,1,EP,2012,NEUROLOGY,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,5
5.6 SP1,34046,702,Complete EHR,1,EP,2012,GENERAL SURGERY,Ambulatory,Medicare,NJ,NextGen Healthcare,NextGen Ambulatory EHR,2012,11
9.2.2,128805,703,Complete EHR,2,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,CO,Allscripts,Allscripts Professional EHR,2013,1
9.2.2,127927,703,Complete EHR,1,EP,2011,GASTROENTEROLOGY,Ambulatory,Medicare,CO,Allscripts,Allscripts Professional EHR,2012,1
V11.2,189178,704,Modular EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,OR,Allscripts,Allscripts Enterprise EHR,2012,11
1.4,189178,704,Modular EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,OR,Jardogs,Follow My Health,2012,11
9.5,41602,705,Complete EHR,1,EP,2012,NEUROLOGY,Ambulatory,Medicare,NC,GE Healthcare,Centricity EMR,2012,4
